nombre_articulo,descripcion,modulo,ubicacion,asignacion,estado,fecha_de_adquisición,marca,modelo,codigo_interno,cantidad,estado_conservacion,stock_actual,stock_critico,unidad_medida,es_perecible,grupo,categoria,presentacion,proveedor_referencia,medida,porcentaje_desperdicio,cantidad_minima,precio_referencial,fuente_datos,hoja_origen,numero_origen
CPU,CPU - M20251222026,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,Armadas,M20251222026,M20251222026,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,26
CPU,CPU - M20251222027,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,Armadas,M20251222027,M20251222027,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,27
CPU,CPU - M20251222028,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,Armadas,M20251222028,M20251222028,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,28
CPU,CPU - M20251222029,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,Armadas,M20251222029,M20251222029,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,29
CPU,CPU - M20251222030,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,Armadas,M20251222030,M20251222030,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,30
CPU,CPU - M20251222031,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,Armadas,M20251222031,M20251222031,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,31
MONITOR,MONITOR - 51065/256100069177,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,XIAOMI,51065/256100069177,51065/256100069177,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,32
MONITOR,MONITOR - 51065/256100069125,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,XIAOMI,51065/256100069125,51065/256100069125,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,33
MONITOR,MONITOR - 51065/256100069149,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,XIAOMI,51065/256100069149,51065/256100069149,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,34
MONITOR,MONITOR - 51065/256100069152,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,XIAOMI,51065/256100069152,51065/256100069152,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,35
MONITOR,MONITOR - 51065/256100070651,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,XIAOMI,51065/256100070651,51065/256100070651,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,36
MONITOR,MONITOR - 51065/256100069160,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,XIAOMI,51065/256100069160,51065/256100069160,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,37
MONITOR,MONITOR - 51065/256100069129,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,XIAOMI,51065/256100069129,51065/256100069129,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,38
MONITOR,MONITOR - 51065/256100069127,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,XIAOMI,51065/256100069127,51065/256100069127,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,39
MONITOR,MONITOR - 51065/256100069176,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,XIAOMI,51065/256100069176,51065/256100069176,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,40
MONITOR,MONITOR - 51065/256100069145,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,XIAOMI,51065/256100069145,51065/256100069145,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,41
MONITOR,MONITOR - 51065/256100069161,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,XIAOMI,51065/256100069161,51065/256100069161,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,42
MONITOR,MONITOR - 51065/256100070648,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,XIAOMI,51065/256100070648,51065/256100070648,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,43
MONITOR,MONITOR - 51065/256100069180,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,XIAOMI,51065/256100069180,51065/256100069180,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,44
MONITOR,MONITOR - 51065/256100069096,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,XIAOMI,51065/256100069096,51065/256100069096,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,45
MONITOR,MONITOR - 51065/256100069135,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,XIAOMI,51065/256100069135,51065/256100069135,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,46
MONITOR,MONITOR - 51065/256100068526,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,XIAOMI,51065/256100068526,51065/256100068526,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,47
MONITOR,MONITOR - 51065/256100071345,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,XIAOMI,51065/256100071345,51065/256100071345,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,48
MONITOR,MONITOR - 51065/256100069134,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,XIAOMI,51065/256100069134,51065/256100069134,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,49
MONITOR,MONITOR - 51065/256100069143,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,XIAOMI,51065/256100069143,51065/256100069143,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,50
MONITOR,MONITOR - 51065/256100069171,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,XIAOMI,51065/256100069171,51065/256100069171,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,51
MONITOR,MONITOR - 51065/256100069142,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,XIAOMI,51065/256100069142,51065/256100069142,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,52
MONITOR,MONITOR - 51065/256100069162,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,XIAOMI,51065/256100069162,51065/256100069162,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,53
MONITOR,MONITOR - 51065/256100069103,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,XIAOMI,51065/256100069103,51065/256100069103,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,54
MONITOR,MONITOR - 51065/256100069116,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,XIAOMI,51065/256100069116,51065/256100069116,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,55
MONITOR,MONITOR - 51065/256100069175,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,XIAOMI,51065/256100069175,51065/256100069175,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,56
MONITOR,MONITOR - 51065/256100069166,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,XIAOMI,51065/256100069166,51065/256100069166,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,57
MONITOR,MONITOR - 51065/256100069117,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,XIAOMI,51065/256100069117,51065/256100069117,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,58
MONITOR,MONITOR - 51065/256100069146,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,XIAOMI,51065/256100069146,51065/256100069146,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,59
MONITOR,MONITOR - 51065/256100069137,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,XIAOMI,51065/256100069137,51065/256100069137,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,60
MONITOR,MONITOR - 51065/256100069178,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,XIAOMI,51065/256100069178,51065/256100069178,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,61
MONITOR,MONITOR - 51065/256100069173,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,XIAOMI,51065/256100069173,51065/256100069173,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,62
TECLADO,TECLADO - 2509LOT4AMZ8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2509LOT4AMZ8,2509LOT4AMZ8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,63
TECLADO,TECLADO - 2509LOR49AM9,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2509LOR49AM9,2509LOR49AM9,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,64
TECLADO,TECLADO - 2509LOF0SVV9,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2509LOF0SVV9,2509LOF0SVV9,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,65
TECLADO,TECLADO - 2507LOA2SPU8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2507LOA2SPU8,2507LOA2SPU8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,66
TECLADO,TECLADO - 2509LO149NLB,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2509LO149NLB,2509LO149NLB,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,67
TECLADO,TECLADO - 2507LO22SZP8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2507LO22SZP8,2507LO22SZP8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,68
TECLADO,TECLADO - 2509LO149JM8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2509LO149JM8,2509LO149JM8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,69
TECLADO,TECLADO - 2502APNQXY48,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2502APNQXY48,2502APNQXY48,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,70
TECLADO,TECLADO - 2507LO22T9N8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2507LO22T9N8,2507LO22T9N8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,71
TECLADO,TECLADO - 2509LOA0T118,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2509LOA0T118,2509LOA0T118,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,72
TECLADO,TECLADO - 2507LO22TF08,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2507LO22TF08,2507LO22TF08,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,73
TECLADO,TECLADO - 2509LOH4B88,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2509LOH4B88,2509LOH4B88,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,74
TECLADO,TECLADO - 2509LOY4BE68,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2509LOY4BE68,2509LOY4BE68,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,75
TECLADO,TECLADO - 2504LOC022B8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2504LOC022B8,2504LOC022B8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,76
TECLADO,TECLADO - 2504LOC01WM9,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2504LOC01WM9,2504LOC01WM9,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,77
TECLADO,TECLADO - 2504LOC01ZE8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2504LOC01ZE8,2504LOC01ZE8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,78
TECLADO,TECLADO - 2509LOY4BDZ8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2509LOY4BDZ8,2509LOY4BDZ8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,79
TECLADO,TECLADO - 2527LOJ1PUD8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2527LOJ1PUD8,2527LOJ1PUD8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,80
TECLADO,TECLADO - 2509LOR49AC8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2509LOR49AC8,2509LOR49AC8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,81
TECLADO,TECLADO - 2509LOR496N8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2509LOR496N8,2509LOR496N8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,82
TECLADO,TECLADO - 2509LOR499G8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2509LOR499G8,2509LOR499G8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,83
TECLADO,TECLADO - 2527LOJ1PZ38,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2527LOJ1PZ38,2527LOJ1PZ38,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,84
TECLADO,TECLADO - 2527LOJ1Q2G8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2527LOJ1Q2G8,2527LOJ1Q2G8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,85
TECLADO,TECLADO - 2527LOL1R888,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2527LOL1R888,2527LOL1R888,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,86
TECLADO,TECLADO - 2527LOJ1Q028,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2527LOJ1Q028,2527LOJ1Q028,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,87
TECLADO,TECLADO - 2527LOL1R418,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2527LOL1R418,2527LOL1R418,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,88
TECLADO,TECLADO - 2509LOT4ANF8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2509LOT4ANF8,2509LOT4ANF8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,89
TECLADO,TECLADO - 2527LOL1R7T8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2527LOL1R7T8,2527LOL1R7T8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,90
TECLADO,TECLADO - 2527LOL1R4D8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2527LOL1R4D8,2527LOL1R4D8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,91
TECLADO,TECLADO - 2527LO355TC8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2527LO355TC8,2527LO355TC8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,92
TECLADO,TECLADO - 2509LOZ4BEP8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2509LOZ4BEP8,2509LOZ4BEP8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,93
MOUSE,MOUSE - 2505APR3ZCP8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2505APR3ZCP8,2505APR3ZCP8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,94
MOUSE,MOUSE - 2505AOH49AQ8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2505AOH49AQ8,2505AOH49AQ8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,95
MOUSE,MOUSE - 2452AP5F0LS8H,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2452AP5F0LS8H,2452AP5F0LS8H,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,96
MOUSE,MOUSE - 2502APMQTUA8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2502APMQTUA8,2502APMQTUA8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,97
MOUSE,MOUSE - 2450APTFK418,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2450APTFK418,2450APTFK418,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,98
MOUSE,MOUSE - 2502APU0YED8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2502APU0YED8,2502APU0YED8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,99
MOUSE,MOUSE - 2450APFFK8V8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2450APFFK8V8,2450APFFK8V8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,100
MOUSE,MOUSE - 2509LOA0SYB8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2509LOA0SYB8,2509LOA0SYB8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,101
MOUSE,MOUSE - 2502APS0YEB8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2502APS0YEB8,2502APS0YEB8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,102
MOUSE,MOUSE - 2502APAQXYG8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2502APAQXYG8,2502APAQXYG8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,103
MOUSE,MOUSE - 2502AP70YF78,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2502AP70YF78,2502AP70YF78,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,104
MOUSE,MOUSE - 2505AP93U0M8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2505AP93U0M8,2505AP93U0M8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,105
MOUSE,MOUSE - 2505APH3U238,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2505APH3U238,2505APH3U238,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,106
MOUSE,MOUSE - 2502AP6AZ1JB,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2502AP6AZ1JB,2502AP6AZ1JB,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,107
MOUSE,MOUSE - 2502APKAZ248,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2502APKAZ248,2502APKAZ248,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,108
MOUSE,MOUSE - 2502APPAZ1P8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2502APPAZ1P8,2502APPAZ1P8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,109
MOUSE,MOUSE - 2505APS3TZZ8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2505APS3TZZ8,2505APS3TZZ8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,110
MOUSE,MOUSE - 2525APJ7VDL8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2525APJ7VDL8,2525APJ7VDL8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,111
MOUSE,MOUSE - 2505APS49AK8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2505APS49AK8,2505APS49AK8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,112
MOUSE,MOUSE - 2505APA499Z8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2505APA499Z8,2505APA499Z8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,113
MOUSE,MOUSE - 2505APV497W8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2505APV497W8,2505APV497W8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,114
MOUSE,MOUSE - 2525APJ7ES08,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2525APJ7ES08,2525APJ7ES08,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,115
